Date,Close,Open,High,Low,Volume (in Billion)
2005-11-25,"2,664.30","2,635.35","2,668.90","2,633.75",74.96
2005-11-26,"2,683.45","2,664.85","2,686.50","2,664.70",25.54
2005-11-28,"2,712.00","2,683.60","2,717.15","2,682.65",83.65
2005-11-29,"2,698.30","2,712.35","2,713.90","2,679.90",78.58
2005-11-30,"2,652.25","2,698.10","2,727.05","2,647.10",82.03
2005-12-01,"2,698.95","2,651.60","2,705.00","2,641.95",74.05
2005-12-02,"2,697.95","2,699.55","2,730.70","2,691.50",79.80
2005-12-05,"2,660.50","2,697.60","2,710.65","2,654.35",62.68
2005-12-06,"2,662.30","2,661.40","2,694.40","2,647.35",56.61
2005-12-07,"2,693.00","2,662.30","2,697.10","2,662.30",66.55
2005-12-08,"2,706.70","2,694.95","2,711.60","2,673.50",70.17
2005-12-09,"2,756.45","2,706.75","2,761.10","2,698.00",76.47
2005-12-12,"2,776.20","2,756.40","2,789.35","2,756.40",75.29
2005-12-13,"2,812.30","2,776.80","2,815.30","2,764.65",93.13
2005-12-14,"2,804.55","2,812.80","2,825.65","2,788.30",122.65
2005-12-15,"2,778.55","2,805.20","2,821.50","2,763.35",92.70
2005-12-16,"2,810.15","2,778.65","2,814.90","2,766.50",88.27
2005-12-19,"2,842.60","2,808.35","2,846.00","2,803.45",77.02
2005-12-20,"2,826.20","2,843.15","2,853.10","2,815.20",74.98
2005-12-21,"2,822.90","2,826.45","2,847.30","2,799.45",123.43
2005-12-22,"2,835.25","2,826.70","2,846.65","2,818.65",66.79
2005-12-23,"2,804.85","2,835.70","2,857.00","2,799.70",65.17
2005-12-26,"2,749.60","2,804.30","2,804.30","2,741.80",57.49
2005-12-27,"2,805.90","2,746.25","2,812.60","2,725.70",58.76
2005-12-28,"2,794.05","2,806.80","2,824.30","2,780.00",73.93
2005-12-29,"2,821.95","2,792.75","2,829.40","2,792.75",79.24
2005-12-30,"2,836.55","2,823.95","2,845.55","2,812.75",76.05
2006-01-02,"2,835.95","2,836.80","2,849.45","2,825.40",51.92
2006-01-03,"2,883.35","2,835.95","2,887.20","2,832.05",56.92
2006-01-04,"2,904.40","2,883.00","2,909.35","2,883.00",82.02
2006-01-05,"2,899.85","2,904.45","2,916.20","2,884.80",70.08
2006-01-06,"2,914.00","2,899.85","2,921.70","2,877.25",83.35
2006-01-09,"2,910.10","2,913.35","2,927.25","2,898.25",74.82
2006-01-10,"2,870.80","2,910.15","2,913.05","2,865.60",71.12
2006-01-12,"2,850.70","2,869.35","2,869.35","2,824.00",92.18
2006-01-13,"2,850.55","2,851.40","2,878.35","2,846.70",66.17
2006-01-16,"2,833.10","2,851.35","2,855.70","2,824.05",57.83
2006-01-17,"2,829.10","2,833.80","2,861.25","2,820.65",95.09
2006-01-18,"2,809.20","2,809.90","2,840.10","2,783.85",119.05
2006-01-19,"2,870.85","2,811.10","2,875.95","2,811.10",69.43
2006-01-20,"2,900.95","2,870.80","2,912.80","2,870.80",73.70
2006-01-23,"2,884.05","2,900.30","2,900.30","2,870.95",65.13
2006-01-24,"2,908.00","2,886.35","2,914.25","2,885.75",67.19
2006-01-25,"2,940.35","2,908.75","2,949.10","2,871.25",97.13
2006-01-27,"2,982.75","2,941.90","2,989.70","2,941.90",115.08
2006-01-30,"2,974.50","2,983.30","3,002.20","2,963.65",99.40
2006-01-31,"3,001.10","2,968.95","3,005.10","2,968.85",74.30
2006-02-01,"2,971.55","3,001.30","3,011.05","2,960.90",87.16
2006-02-02,"2,967.45","2,972.20","2,997.25","2,957.55",80.52
2006-02-03,"2,940.60","2,968.10","2,973.90","2,931.85",62.88
2006-02-06,"3,000.45","2,940.95","3,009.45","2,928.10",70.48
2006-02-07,"3,020.10","3,001.15","3,025.10","2,991.25",84.82
2006-02-08,"3,008.95","3,018.20","3,021.25","2,984.90",72.21
2006-02-10,"3,027.55","3,009.15","3,031.75","3,009.10",77.23
2006-02-13,"3,041.15","3,026.15","3,042.75","3,018.50",66.17
2006-02-14,"3,017.55","3,040.25","3,051.70","3,009.90",86.85
2006-02-15,"3,022.20","3,001.40","3,048.80","2,995.30",90.34
2006-02-16,"3,021.60","3,023.10","3,036.65","3,013.70",77.74
2006-02-17,"2,981.50","3,021.65","3,038.80","2,976.70",80.25
2006-02-20,"3,005.85","2,982.35","3,010.65","2,955.85",61.70
2006-02-21,"3,035.50","3,008.55","3,042.05","3,008.55",59.63
2006-02-22,"3,050.80","3,035.65","3,055.65","3,032.50",56.29
2006-02-23,"3,062.10","3,050.85","3,078.40","3,050.85",108.54
2006-02-24,"3,050.05","3,061.70","3,072.00","3,041.60",61.84
2006-02-27,"3,067.45","3,050.30","3,070.35","3,050.30",53.58
2006-02-28,"3,074.70","3,067.90","3,090.30","3,031.80",101.52
2006-03-01,"3,123.10","3,074.60","3,127.25","3,064.00",96.24
2006-03-02,"3,150.70","3,124.25","3,170.35","3,124.25",117.83
2006-03-03,"3,147.35","3,151.30","3,167.20","3,132.60",68.56
2006-03-06,"3,190.40","3,147.25","3,194.00","3,147.20",70.23
2006-03-07,"3,182.80","3,190.45","3,192.95","3,166.75",85.34
2006-03-08,"3,116.70","3,183.45","3,187.50","3,107.90",104.39
2006-03-09,"3,129.10","3,116.75","3,132.65","3,069.85",91.56
2006-03-10,"3,183.90","3,129.05","3,189.35","3,128.60",87.82
2006-03-13,"3,202.65","3,184.10","3,221.30","3,174.05",71.71
2006-03-14,"3,195.35","3,197.20","3,223.45","3,184.05",80.72
2006-03-16,"3,226.60","3,197.30","3,230.40","3,196.95",85.10
2006-03-17,"3,234.05","3,226.90","3,258.30","3,226.90",84.41
2006-03-20,"3,265.65","3,234.20","3,268.25","3,234.20",74.74
2006-03-21,"3,262.30","3,264.65","3,292.15","3,247.25",88.11
2006-03-22,"3,240.15","3,263.35","3,267.95","3,221.95",82.46
2006-03-23,"3,247.15","3,240.85","3,265.60","3,225.20",119.51
2006-03-24,"3,279.80","3,247.15","3,286.20","3,242.60",127.06
2006-03-27,"3,321.65","3,283.40","3,327.05","3,280.80",116.36
2006-03-28,"3,325.00","3,321.45","3,344.50","3,311.85",96.27
2006-03-29,"3,354.20","3,324.85","3,359.80","3,324.80",97.38
2006-03-30,"3,418.95","3,354.25","3,433.85","3,354.25",146.86
2006-03-31,"3,402.55","3,420.55","3,425.45","3,381.90",93.48
2006-04-03,"3,473.30","3,403.15","3,478.25","3,402.45",73.25
2006-04-04,"3,483.15","3,473.10","3,508.25","3,463.85",91.64
2006-04-05,"3,510.90","3,483.15","3,513.95","3,483.15",79.37
2006-04-07,"3,454.80","3,525.60","3,555.50","3,445.90",137.09
2006-04-10,"3,478.45","3,455.00","3,489.05","3,430.40",104.98
2006-04-12,"3,380.00","3,479.10","3,484.65","3,366.75",124.25
2006-04-13,"3,345.50","3,380.40","3,391.05","3,290.35",129.12
2006-04-17,"3,425.15","3,342.15","3,433.65","3,342.15",94.14
2006-04-18,"3,518.10","3,429.00","3,521.95","3,429.00",103.92
2006-04-19,"3,535.85","3,523.65","3,570.50","3,502.75",119.07
2006-04-20,"3,573.50","3,539.80","3,578.35","3,527.25",113.70
2006-04-21,"3,573.05","3,576.75","3,592.75","3,517.10",133.26
2006-04-24,"3,548.90","3,572.80","3,585.35","3,536.30",90.79
2006-04-25,"3,462.65","3,548.80","3,552.65","3,433.55",83.49
2006-04-26,"3,555.75","3,462.65","3,562.30","3,454.10",90.64
2006-04-27,"3,508.10","3,554.70","3,598.95","3,492.75",148.89
2006-04-28,"3,508.35","3,507.45","3,517.65","3,342.85",108.82
2006-04-29,"3,557.60","3,508.35","3,565.75","3,508.35",
2006-05-02,"3,605.45","3,557.55","3,622.05","3,556.90",108.35
2006-05-03,"3,634.25","3,604.40","3,640.80","3,581.40",95.59
2006-05-04,"3,648.40","3,630.65","3,674.50","3,621.55",100.11
2006-05-05,"3,663.95","3,649.45","3,676.55","3,639.55",106.75
2006-05-08,"3,693.15","3,668.65","3,708.55","3,668.65",70.29
2006-05-09,"3,720.55","3,694.65","3,725.40","3,655.65",83.89
2006-05-10,"3,754.25","3,720.75","3,758.05","3,717.25",93.51
2006-05-11,"3,701.05","3,755.80","3,774.15","3,687.90",77.73
2006-05-12,"3,650.05","3,704.15","3,704.15","3,633.85",94.03
2006-05-15,"3,502.95","3,651.00","3,653.00","3,482.85",125.34
2006-05-16,"3,523.30","3,502.95","3,543.50","3,382.40",139.75
2006-05-17,"3,635.10","3,525.05","3,641.85","3,525.05",99.89
2006-05-18,"3,388.90","3,636.45","3,636.45","3,365.90",137.04
2006-05-19,"3,246.90","3,391.85","3,493.05","3,205.25",143.37
2006-05-22,"3,081.35","3,254.30","3,313.90","2,896.40",145.30
2006-05-23,"3,199.35","3,068.60","3,221.05","2,997.35",114.89
2006-05-24,"3,115.55","3,203.50","3,249.75","3,091.60",134.54
2006-05-25,"3,177.70","3,114.70","3,198.35","3,012.95",154.24
2006-05-26,"3,209.60","3,177.70","3,277.95","3,177.70",105.52
2006-05-29,"3,214.90","3,207.25","3,255.25","3,193.15",73.01
2006-05-30,"3,185.30","3,215.50","3,252.10","3,167.05",69.35
2006-05-31,"3,071.05","3,181.95","3,181.95","2,972.90",119.37
2006-06-01,"2,962.25","3,072.55","3,130.00","2,936.60",112.88
2006-06-02,"3,091.35","2,961.50","3,099.35","2,940.20",106.18
2006-06-05,"3,016.65","3,092.60","3,125.40","3,006.40",88.21
2006-06-06,"2,937.30","3,015.05","3,015.05","2,910.30",98.82
2006-06-07,"2,860.45","2,935.25","2,956.90","2,819.45",122.68
2006-06-08,"2,724.35","2,856.90","2,859.40","2,683.20",133.61
2006-06-09,"2,866.30","2,721.20","2,875.75","2,707.85",101.50
2006-06-12,"2,776.85","2,867.65","2,877.80","2,761.85",78.19
2006-06-13,"2,663.30","2,773.60","2,773.60","2,638.10",85.46
2006-06-14,"2,632.80","2,665.05","2,767.75","2,595.65",98.86
2006-06-15,"2,798.80","2,634.10","2,814.15","2,634.10",88.84
2006-06-16,"2,890.35","2,799.85","2,960.15","2,799.85",117.62
2006-06-19,"2,916.90","2,892.00","2,932.90","2,846.50",75.18
2006-06-20,"2,861.30","2,919.00","2,919.00","2,837.45",85.07
2006-06-21,"2,923.45","2,861.40","2,930.80","2,836.40",81.73
2006-06-22,"2,994.75","2,923.75","3,017.65","2,923.75",81.03
2006-06-23,"3,042.70","2,993.55","3,063.20","2,920.20",86.90
2006-06-25,"3,050.30","3,043.15","3,083.00","3,035.95",12.07
2006-06-26,"2,943.20","3,051.80","3,059.85","2,928.00",87.44
2006-06-27,"2,982.45","2,943.60","3,004.15","2,899.25",116.75
2006-06-28,"2,981.10","2,982.20","3,003.65","2,909.60",84.90
2006-06-29,"2,997.90","2,982.90","3,049.25","2,982.90",110.79
2006-06-30,"3,128.20","2,993.50","3,134.15","2,993.50",98.68
2006-07-03,"3,150.95","3,128.75","3,160.35","3,114.85",66.60
2006-07-04,"3,138.65","3,151.05","3,177.40","3,130.30",66.68
2006-07-05,"3,197.10","3,136.95","3,201.20","3,121.80",90.42
2006-07-06,"3,156.40","3,197.50","3,197.50","3,138.40",74.89
2006-07-07,"3,075.85","3,157.95","3,193.10","3,056.30",90.06
2006-07-10,"3,142.00","3,077.10","3,147.70","3,064.10",65.28
2006-07-11,"3,116.15","3,145.30","3,146.00","3,100.40",66.34
2006-07-12,"3,195.90","3,124.95","3,201.35","3,078.25",93.62
2006-07-13,"3,169.30","3,196.30","3,208.85","3,148.95",81.62
2006-07-14,"3,123.35","3,166.25","3,166.25","3,089.55",61.51
2006-07-17,"3,007.55","3,123.65","3,125.10","2,999.35",60.05
2006-07-18,"2,993.65","3,007.15","3,038.25","2,967.95",70.49
2006-07-19,"2,932.75","2,995.85","3,045.35","2,919.95",79.09
2006-07-20,"3,023.05","2,943.65","3,041.25","2,943.65",77.71
2006-07-21,"2,945.00","3,025.10","3,029.10","2,930.15",74.88
2006-07-24,"2,985.85","2,944.90","2,996.65","2,878.25",78.14
2006-07-25,"3,040.50","2,989.50","3,046.95","2,987.15",70.65
2006-07-26,"3,110.15","3,040.45","3,121.40","3,022.70",77.14
2006-07-27,"3,156.15","3,109.85","3,167.10","3,109.85",106.69
2006-07-28,"3,130.80","3,158.00","3,168.50","3,109.45",81.28
2006-07-31,"3,143.20","3,131.35","3,179.70","3,110.60",61.67
2006-08-01,"3,147.80","3,128.20","3,154.70","3,113.60",57.03
2006-08-02,"3,182.10","3,129.45","3,187.85","3,127.90",55.48
2006-08-03,"3,190.00","3,182.55","3,234.25","3,175.15",69.09
2006-08-04,"3,176.75","3,189.70","3,228.15","3,161.80",69.53
2006-08-07,"3,151.10","3,176.70","3,178.50","3,142.55",50.26
2006-08-08,"3,212.40","3,151.55","3,216.75","3,151.55",52.27
2006-08-09,"3,254.60","3,211.55","3,267.20","3,187.85",71.78
2006-08-10,"3,260.10","3,254.60","3,274.75","3,229.45",59.29
2006-08-11,"3,274.35","3,260.05","3,286.50","3,236.95",63.50
2006-08-14,"3,313.10","3,274.95","3,317.80","3,269.15",51.60
2006-08-16,"3,356.05","3,314.75","3,377.10","3,314.75",69.20
2006-08-17,"3,353.90","3,359.70","3,385.15","3,328.60",72.57
2006-08-18,"3,356.75","3,354.50","3,366.25","3,332.20",57.03
2006-08-21,"3,366.00","3,356.80","3,374.90","3,332.90",48.93
2006-08-22,"3,364.60","3,369.60","3,398.35","3,351.50",58.62
2006-08-23,"3,335.80","3,363.60","3,369.65","3,325.10",52.06
2006-08-24,"3,370.40","3,336.65","3,379.55","3,304.85",70.80
2006-08-25,"3,385.95","3,368.55","3,402.70","3,368.55",68.46
2006-08-28,"3,401.10","3,386.00","3,405.30","3,377.75",46.75
2006-08-29,"3,425.70","3,405.05","3,434.95","3,396.10",60.67
2006-08-30,"3,430.35","3,425.80","3,440.20","3,407.75",61.67
2006-08-31,"3,413.90","3,404.50","3,452.30","3,403.65",98.62
2006-09-01,"3,435.45","3,414.00","3,439.50","3,402.90",69.84
2006-09-04,"3,476.85","3,435.55","3,483.10","3,435.55",55.79
2006-09-05,"3,473.75","3,471.40","3,488.60","3,457.90",49.64
2006-09-06,"3,477.25","3,474.40","3,490.70","3,465.80",64.63
2006-09-07,"3,454.55","3,477.15","3,478.85","3,438.80",61.58
2006-09-08,"3,471.45","3,454.65","3,477.95","3,442.85",75.30
2006-09-11,"3,366.15","3,470.35","3,486.65","3,351.30",77.97
2006-09-12,"3,389.90","3,363.30","3,395.05","3,328.45",80.29
2006-09-13,"3,454.55","3,389.85","3,470.65","3,389.80",71.10
2006-09-14,"3,471.60","3,454.60","3,484.00","3,454.60",68.35
2006-09-15,"3,478.60","3,471.65","3,487.45","3,434.55",71.32
2006-09-18,"3,492.75","3,478.65","3,506.20","3,478.40",60.73
2006-09-19,"3,457.35","3,493.50","3,514.95","3,438.80",69.74
2006-09-20,"3,502.80","3,457.85","3,509.85","3,419.75",62.44
2006-09-21,"3,553.05","3,506.70","3,556.35","3,506.70",65.97
2006-09-22,"3,544.05","3,554.05","3,562.45","3,525.40",60.15
2006-09-25,"3,523.45","3,545.10","3,568.65","3,514.85",59.72
2006-09-26,"3,571.75","3,523.70","3,576.75","3,517.15",67.28
2006-09-27,"3,579.30","3,571.75","3,603.70","3,568.40",65.27
2006-09-28,"3,571.75","3,579.95","3,589.30","3,560.75",82.59
2006-09-29,"3,588.40","3,572.15","3,599.80","3,564.70",58.34
2006-10-03,"3,569.60","3,588.95","3,606.20","3,561.70",55.66
2006-10-04,"3,515.35","3,570.95","3,580.05","3,508.65",68.28
2006-10-05,"3,564.90","3,515.60","3,574.95","3,515.60",74.90
2006-10-06,"3,569.70","3,565.45","3,583.75","3,560.90",83.45
2006-10-09,"3,567.15","3,570.05","3,585.35","3,540.45",52.25
2006-10-10,"3,571.05","3,567.45","3,597.20","3,563.10",61.18
2006-10-11,"3,558.55","3,581.55","3,614.50","3,544.25",64.73
2006-10-12,"3,621.05","3,562.55","3,626.80","3,545.95",67.08
2006-10-13,"3,676.05","3,621.65","3,682.35","3,621.65",77.58
2006-10-16,"3,723.95","3,668.90","3,729.70","3,668.90",74.44
2006-10-17,"3,715.00","3,726.40","3,742.50","3,691.35",72.71
2006-10-18,"3,710.65","3,715.20","3,727.00","3,701.30",98.32
2006-10-19,"3,677.80","3,711.10","3,726.95","3,655.05",87.37
2006-10-20,"3,676.85","3,678.75","3,714.25","3,665.50",71.91
2006-10-21,"3,683.50","3,680.85","3,708.40","3,662.85",
2006-10-23,"3,657.30","3,683.40","3,690.85","3,651.20",45.31
2006-10-26,"3,677.55","3,656.20","3,686.85","3,651.20",97.31
2006-10-27,"3,739.35","3,676.85","3,747.35","3,674.80",80.86
2006-10-30,"3,769.10","3,739.35","3,776.05","3,719.45",85.37
2006-10-31,"3,744.10","3,770.50","3,782.85","3,726.75",87.73
2006-11-01,"3,767.05","3,744.10","3,777.70","3,737.00",70.55
2006-11-02,"3,791.20","3,769.40","3,805.50","3,761.90",57.71
2006-11-03,"3,805.35","3,793.05","3,809.65","3,771.00",61.16
2006-11-06,"3,809.25","3,804.75","3,822.40","3,798.25",68.78
2006-11-07,"3,798.75","3,812.15","3,840.45","3,789.40",71.44
2006-11-08,"3,777.30","3,799.20","3,809.95","3,737.20",81.19
2006-11-09,"3,796.40","3,777.80","3,808.20","3,769.80",71.62
2006-11-10,"3,834.75","3,796.05","3,842.40","3,785.40",70.38
2006-11-13,"3,858.75","3,834.80","3,862.05","3,834.00",55.67
2006-11-14,"3,865.90","3,862.00","3,883.00","3,850.75",68.08
2006-11-15,"3,876.30","3,865.95","3,888.80","3,838.25",68.56
2006-11-16,"3,876.85","3,876.40","3,900.40","3,863.85",79.98
2006-11-17,"3,852.80","3,877.00","3,891.85","3,835.70",77.62
2006-11-20,"3,856.15","3,852.65","3,866.95","3,794.30",83.24
2006-11-21,"3,918.25","3,859.50","3,921.70","3,856.75",67.08
2006-11-22,"3,954.75","3,918.30","3,960.00","3,909.60",75.05
2006-11-23,"3,945.45","3,955.30","3,976.80","3,933.70",64.56
2006-11-24,"3,950.85","3,945.45","3,965.80","3,935.30",67.03
2006-11-27,"3,968.90","3,974.95","3,974.95","3,948.85",48.83
2006-11-28,"3,921.75","3,966.00","3,966.00","3,911.55",59.71
2006-11-29,"3,928.20","3,922.50","3,952.40","3,920.00",59.75
2006-11-30,"3,954.50","3,929.40","3,973.00","3,929.40",92.62
2006-12-01,"3,997.60","3,955.70","4,001.30","3,953.95",58.09
2006-12-04,"4,001.00","4,002.40","4,015.25","3,991.55",53.82
2006-12-05,"4,015.75","4,001.25","4,033.20","4,001.25",64.66
2006-12-06,"4,015.95","4,016.00","4,036.20","3,982.50",65.43
2006-12-07,"4,015.35","4,015.00","4,027.70","4,001.40",52.64
2006-12-08,"3,962.00","4,015.75","4,046.85","3,948.70",53.67
2006-12-11,"3,849.50","3,961.90","3,965.05","3,798.30",77.13
2006-12-12,"3,716.90","3,849.10","3,861.25","3,661.60",103.19
2006-12-13,"3,765.20","3,716.75","3,777.60","3,657.65",93.07
2006-12-14,"3,843.05","3,765.70","3,855.05","3,763.50",72.36
2006-12-15,"3,888.65","3,849.60","3,908.45","3,845.45",90.96
2006-12-18,"3,928.75","3,888.20","3,934.00","3,828.15",72.04
2006-12-19,"3,832.00","3,928.85","3,931.90","3,783.45",75.19
2006-12-20,"3,815.55","3,832.15","3,886.10","3,787.55",81.92
2006-12-21,"3,833.50","3,814.75","3,851.20","3,768.80",57.30
2006-12-22,"3,871.15","3,834.90","3,880.15","3,823.40",50.85
2006-12-26,"3,940.50","3,871.30","3,946.10","3,870.45",45.45
2006-12-27,"3,974.25","3,942.75","3,986.75","3,937.70",54.70
2006-12-28,"3,970.55","3,974.20","3,997.35","3,961.95",82.84
2006-12-29,"3,966.40","3,971.65","3,991.60","3,960.45",46.46
2007-01-02,"4,007.40","3,966.25","4,016.65","3,964.95",40.79
2007-01-03,"4,024.05","4,007.70","4,029.80","3,985.00",63.83
2007-01-04,"3,988.80","4,027.30","4,041.00","3,979.80",67.10
2007-01-05,"3,983.40","3,990.15","4,011.45","3,969.65",68.60
2007-01-08,"3,933.40","3,983.30","3,987.45","3,913.00",62.68
2007-01-09,"3,911.40","3,933.30","3,963.75","3,890.75",65.32
2007-01-10,"3,850.30","3,910.95","3,911.95","3,841.70",68.20
2007-01-11,"3,942.25","3,852.15","3,953.10","3,833.60",78.76
2007-01-12,"4,052.45","3,944.55","4,059.15","3,944.55",80.31
2007-01-15,"4,078.40","4,052.85","4,099.65","4,052.40",81.53
2007-01-16,"4,080.50","4,090.70","4,107.45","4,067.90",57.53
2007-01-17,"4,076.45","4,084.90","4,096.75","4,071.55",58.85
2007-01-18,"4,109.05","4,075.20","4,140.25","4,075.20",74.49
2007-01-19,"4,090.15","4,126.00","4,137.15","4,058.35",85.56
2007-01-22,"4,102.45","4,089.60","4,114.50","4,069.95",63.74
2007-01-23,"4,066.10","4,102.65","4,105.10","4,056.45",79.68
2007-01-24,"4,089.90","4,066.60","4,098.25","4,065.75",87.86
2007-01-25,"4,147.70","4,092.05","4,157.95","4,090.10",129.98
2007-01-29,"4,124.45","4,148.40","4,167.15","4,115.75",93.76
2007-01-31,"4,082.70","4,123.85","4,137.85","4,068.55",114.99
2007-02-01,"4,137.20","4,083.40","4,141.60","4,081.10",72.95
2007-02-02,"4,183.50","4,140.20","4,198.70","4,132.95",92.51
2007-02-05,"4,215.35","4,193.15","4,219.00","4,170.00",61.38
2007-02-06,"4,195.90","4,216.55","4,228.15","4,186.15",63.99
2007-02-07,"4,224.25","4,198.20","4,232.30","4,192.85",66.59
2007-02-08,"4,223.40","4,232.00","4,245.30","4,188.45",69.42
2007-02-09,"4,187.40","4,223.50","4,239.20","4,171.80",64.63
2007-02-12,"4,058.30","4,187.20","4,187.20","4,044.35",91.39
2007-02-13,"4,044.55","4,069.10","4,132.70","3,998.30",97.84
2007-02-14,"4,047.10","4,044.90","4,057.35","3,965.20",81.14
2007-02-15,"4,146.20","4,046.80","4,155.70","4,046.80",76.58
2007-02-19,"4,164.55","4,149.25","4,177.70","4,149.25",59.42
2007-02-20,"4,106.95","4,164.85","4,175.45","4,099.55",63.12
2007-02-21,"4,096.20","4,107.15","4,132.80","4,080.90",72.02
2007-02-22,"4,040.00","4,096.65","4,126.90","4,023.15",120.63
2007-02-23,"3,938.95","4,046.00","4,065.45","3,918.20",91.14
2007-02-26,"3,942.00","3,939.10","3,958.90","3,856.70",85.99
2007-02-27,"3,893.90","3,948.05","3,958.00","3,873.85",75.81
2007-02-28,"3,745.30","3,893.40","3,893.40","3,674.85",142.56
2007-03-01,"3,811.20","3,745.40","3,818.75","3,718.15",108.27
2007-03-02,"3,726.75","3,811.65","3,842.05","3,711.05",96.44
2007-03-05,"3,576.50","3,726.50","3,726.65","3,554.50",110.23
2007-03-06,"3,655.65","3,577.15","3,679.15","3,576.65",94.56
2007-03-07,"3,626.85","3,661.55","3,714.15","3,568.55",92.65
2007-03-08,"3,761.65","3,627.25","3,779.50","3,626.80",100.82
2007-03-09,"3,718.00","3,761.85","3,795.70","3,684.25",114.55
2007-03-12,"3,734.60","3,717.45","3,781.45","3,713.90",89.73
2007-03-13,"3,770.55","3,735.25","3,775.85","3,717.15",76.58
2007-03-14,"3,641.10","3,768.40","3,768.40","3,623.00",82.02
2007-03-15,"3,643.60","3,644.90","3,711.05","3,630.55",73.33
2007-03-16,"3,608.55","3,639.35","3,683.60","3,573.85",60.52
2007-03-19,"3,678.90","3,611.30","3,683.35","3,602.85",45.71
2007-03-20,"3,697.60","3,680.35","3,725.00","3,676.65",69.48
2007-03-21,"3,764.55","3,697.70","3,771.20","3,680.60",72.87
2007-03-22,"3,875.90","3,764.50","3,881.00","3,764.50",89.00
2007-03-23,"3,861.05","3,876.75","3,901.75","3,850.80",85.38
2007-03-26,"3,819.95","3,863.45","3,885.45","3,768.25",66.32
2007-03-28,"3,761.10","3,818.75","3,830.30","3,752.95",78.53
2007-03-29,"3,798.10","3,759.15","3,805.85","3,750.35",106.71
2007-03-30,"3,821.55","3,788.85","3,832.20","3,785.30",75.88
2007-04-02,"3,633.60","3,820.00","3,820.00","3,617.00",74.49
2007-04-03,"3,690.65","3,633.85","3,703.05","3,632.20",63.21
2007-04-04,"3,733.25","3,689.75","3,751.40","3,689.75",73.93
2007-04-05,"3,752.00","3,735.20","3,771.45","3,709.15",75.32
2007-04-09,"3,843.50","3,752.90","3,850.90","3,747.25",65.50
2007-04-10,"3,848.15","3,844.15","3,858.35","3,819.30",77.79
2007-04-11,"3,862.65","3,848.35","3,876.35","3,844.75",89.11
2007-04-12,"3,829.85","3,861.85","3,861.85","3,811.25",69.27
2007-04-13,"3,917.35","3,830.35","3,924.55","3,828.45",89.06
2007-04-16,"4,013.35","3,920.50","4,016.80","3,920.50",85.02
2007-04-17,"3,984.95","4,014.40","4,030.00","3,976.25",83.03
2007-04-18,"4,011.60","3,989.60","4,039.25","3,981.75",73.77
2007-04-19,"3,997.65","3,998.50","4,011.00","3,933.35",75.74
2007-04-20,"4,083.55","4,000.25","4,090.05","3,995.50",96.49
2007-04-23,"4,085.10","4,083.55","4,122.35","4,075.20",85.68
2007-04-24,"4,141.80","4,085.10","4,162.15","4,057.70",101.66
2007-04-25,"4,167.30","4,134.25","4,173.30","4,114.35",96.19
2007-04-26,"4,177.85","4,170.05","4,217.90","4,143.25",111.62
2007-04-27,"4,083.50","4,182.00","4,182.00","4,074.30",83.11
2007-04-30,"4,087.90","4,081.60","4,096.90","4,028.90",74.10
2007-05-03,"4,150.85","4,089.45","4,161.20","4,080.75",79.37
2007-05-04,"4,117.35","4,168.90","4,180.90","4,109.70",67.37
2007-05-07,"4,111.15","4,117.50","4,157.65","4,103.60",62.92
2007-05-08,"4,077.00","4,111.25","4,136.05","4,066.40",71.94
2007-05-09,"4,079.30","4,077.25","4,087.80","4,030.55",65.55
2007-05-10,"4,066.80","4,079.60","4,134.20","4,057.55",74.02
2007-05-11,"4,076.65","4,070.20","4,094.65","3,981.15",101.59
2007-05-14,"4,134.30","4,078.80","4,151.30","4,072.45",95.13
2007-05-15,"4,120.30","4,134.30","4,150.45","4,102.45",82.69
2007-05-16,"4,170.95","4,125.40","4,181.00","4,113.05",86.97
2007-05-17,"4,219.55","4,172.10","4,232.45","4,172.10",91.72
2007-05-18,"4,214.50","4,216.50","4,228.45","4,177.00",68.60
2007-05-21,"4,260.90","4,217.65","4,269.35","4,217.55",92.55
2007-05-22,"4,278.10","4,263.10","4,281.60","4,234.10",85.01
2007-05-23,"4,246.20","4,279.60","4,291.40","4,231.05",84.52
2007-05-24,"4,204.90","4,246.20","4,250.85","4,189.05",79.31
2007-05-25,"4,248.15","4,197.85","4,256.40","4,141.35",87.03
2007-05-28,"4,256.55","4,248.35","4,295.60","4,242.80",82.69
2007-05-29,"4,293.25","4,257.60","4,298.85","4,248.90",70.65
2007-05-30,"4,249.65","4,292.70","4,301.60","4,241.35",88.08
2007-05-31,"4,295.80","4,250.25","4,306.75","4,250.25",105.56
2007-06-01,"4,297.05","4,296.05","4,325.80","4,288.55",72.92
2007-06-04,"4,267.05","4,300.70","4,362.95","4,256.45",81.07
2007-06-05,"4,284.65","4,268.90","4,292.50","4,249.10",77.38
2007-06-06,"4,198.25","4,285.75","4,324.10","4,190.95",83.44
2007-06-07,"4,179.50","4,197.60","4,230.05","4,130.50",85.73
2007-06-08,"4,145.00","4,179.50","4,195.15","4,126.10",101.08
2007-06-11,"4,145.60","4,183.75","4,205.20","4,134.95",82.51
2007-06-12,"4,155.20","4,139.70","4,166.85","4,100.80",73.32
2007-06-13,"4,113.05","4,155.20","4,161.80","4,102.95",63.99
2007-06-14,"4,170.00","4,113.20","4,174.05","4,112.85",62.82
